"speakerpairs"	"contrasts"	"mean_score_temp"	"sp_type"	"c_type"
"20-31"	"ah-uw"	0.7315	"b"	"V"
"20-31"	"aw-eh"	0.5	"b"	"V"
"20-31"	"aw-ey"	1	"b"	"V"
"20-31"	"aw-ih"	0.820625	"b"	"V"
"20-31"	"aw-iy"	0.97083333333325	"b"	"V"
"20-31"	"aw-ow"	0.519444444444417	"b"	"V"
"20-31"	"ay-eh"	0.7906746031745	"b"	"V"
"20-31"	"ay-ey"	0.74166666666675	"b"	"V"
"20-31"	"ay-ih"	0.6981968253968	"b"	"V"
"20-31"	"ay-iy"	0.80208333333325	"b"	"V"
"20-31"	"ay-ow"	0.7378058862435	"b"	"V"
"20-31"	"ay-uh"	0.8910714285715	"b"	"V"
"20-31"	"ay-uw"	0.7165	"b"	"V"
"20-31"	"b-d"	0.467430555555625	"b"	"C"
"20-31"	"b-dh"	0.630040690104125	"b"	"C"
"20-31"	"b-f"	0.67249999999975	"b"	"C"
"20-31"	"b-hh"	0.620833333333337	"b"	"C"
"20-31"	"b-jh"	0.7054444444445	"b"	"C"
"20-31"	"b-k"	0.7375	"b"	"C"
"20-31"	"b-l"	0.7563585069445	"b"	"C"
"20-31"	"b-m"	0.636848958333437	"b"	"C"
"20-31"	"b-p"	0.6859567901235	"b"	"C"
"20-31"	"b-r"	0.687491071428437	"b"	"C"
"20-31"	"b-s"	0.901729166666625	"b"	"C"
"20-31"	"b-sh"	0.88958333333325	"b"	"C"
"20-31"	"b-t"	0.6835546875	"b"	"C"
"20-31"	"b-th"	0.6036004464285	"b"	"C"
"20-31"	"b-v"	0.55625	"b"	"C"
"20-31"	"b-w"	0.657093253968208	"b"	"C"
"20-31"	"b-y"	0.714375	"b"	"C"
"20-31"	"b-z"	0.88541666666675	"b"	"C"
"20-31"	"ch-d"	0.94166666666675	"b"	"C"
"20-31"	"ch-m"	0.97	"b"	"C"
"20-31"	"ch-n"	0.975	"b"	"C"
"20-31"	"ch-s"	0.9375	"b"	"C"
"20-31"	"ch-t"	0.87	"b"	"C"
"20-31"	"ch-v"	0.9	"b"	"C"
"20-31"	"ch-z"	0.925	"b"	"C"
"20-31"	"d-dh"	0.553703703703667	"b"	"C"
"20-31"	"d-f"	0.715376984126917	"b"	"C"
"20-31"	"d-g"	0.70185185185175	"b"	"C"
"20-31"	"d-hh"	0.687407407407417	"b"	"C"
"20-31"	"d-k"	0.718857142857	"b"	"C"
"20-31"	"d-m"	0.7094444444445	"b"	"C"
"20-31"	"d-n"	0.692622023809583	"b"	"C"
"20-31"	"d-r"	0.7180714285715	"b"	"C"
"20-31"	"d-s"	0.869663800705472	"b"	"C"
"20-31"	"d-t"	0.616313657407375	"b"	"C"
"20-31"	"d-th"	0.645211805555625	"b"	"C"
"20-31"	"d-v"	0.724910218253938	"b"	"C"
"20-31"	"d-w"	0.78425	"b"	"C"
"20-31"	"d-y"	0.705736111111125	"b"	"C"
"20-31"	"d-z"	0.90541269841275	"b"	"C"
"20-31"	"dh-g"	0.637	"b"	"C"
"20-31"	"dh-hh"	0.671343557098792	"b"	"C"
"20-31"	"dh-k"	0.7615674603175	"b"	"C"
"20-31"	"dh-l"	0.757433449074063	"b"	"C"
"20-31"	"dh-m"	0.6752018518518	"b"	"C"
"20-31"	"dh-p"	0.784317129629625	"b"	"C"
"20-31"	"dh-r"	0.710394841269875	"b"	"C"
"20-31"	"dh-s"	0.812780966553312	"b"	"C"
"20-31"	"dh-sh"	0.85925	"b"	"C"
"20-31"	"dh-t"	0.67691666666675	"b"	"C"
"20-31"	"dh-th"	0.491249999999875	"b"	"C"
"20-31"	"dh-w"	0.81090476190475	"b"	"C"
"20-31"	"dh-y"	0.6745	"b"	"C"
"20-31"	"eh-er"	0.772222222222	"b"	"V"
"20-31"	"eh-ey"	0.90625	"b"	"V"
"20-31"	"eh-ih"	0.618182870370379	"b"	"V"
"20-31"	"eh-iy"	0.718365268329542	"b"	"V"
"20-31"	"eh-ow"	0.785648148148133	"b"	"V"
"20-31"	"eh-uw"	0.8055555555555	"b"	"V"
"20-31"	"er-ey"	0.7294444444445	"b"	"V"
"20-31"	"er-ih"	0.81722222222225	"b"	"V"
"20-31"	"er-iy"	0.8554060185185	"b"	"V"
"20-31"	"er-uw"	0.8485	"b"	"V"
"20-31"	"ey-ih"	0.743692129629667	"b"	"V"
"20-31"	"ey-iy"	0.574411375661417	"b"	"V"
"20-31"	"ey-ow"	0.77916666666675	"b"	"V"
"20-31"	"ey-uw"	0.778948412698417	"b"	"V"
"20-31"	"f-g"	0.69166666666675	"b"	"C"
"20-31"	"f-hh"	0.6569444444445	"b"	"C"
"20-31"	"f-k"	0.711462962962833	"b"	"C"
"20-31"	"f-l"	0.9126984126985	"b"	"C"
"20-31"	"f-m"	0.89097222222225	"b"	"C"
"20-31"	"f-n"	0.883135526895958	"b"	"C"
"20-31"	"f-ng"	0.900092592592667	"b"	"C"
"20-31"	"f-p"	0.7934027777775	"b"	"C"
"20-31"	"f-r"	0.900529100529167	"b"	"C"
"20-31"	"f-s"	0.80280467372125	"b"	"C"
"20-31"	"f-t"	0.750158730158625	"b"	"C"
"20-31"	"f-th"	0.695453042328083	"b"	"C"
"20-31"	"f-v"	0.824663800705583	"b"	"C"
"20-31"	"f-w"	0.89375	"b"	"C"
"20-31"	"f-y"	0.70833333333325	"b"	"C"
"20-31"	"f-z"	0.8083333333335	"b"	"C"
"20-31"	"g-hh"	0.68981481481475	"b"	"C"
"20-31"	"g-k"	0.654761904762	"b"	"C"
"20-31"	"g-m"	0.79699074074075	"b"	"C"
"20-31"	"g-n"	0.695787037037	"b"	"C"
"20-31"	"g-s"	0.8460416666665	"b"	"C"
"20-31"	"g-t"	0.628125	"b"	"C"
"20-31"	"g-w"	0.83625	"b"	"C"
"20-31"	"hh-k"	0.788712797619063	"b"	"C"
"20-31"	"hh-m"	0.586805555555375	"b"	"C"
"20-31"	"hh-n"	0.7503125	"b"	"C"
"20-31"	"hh-p"	0.353703703703925	"b"	"C"
"20-31"	"hh-r"	0.84499999999975	"b"	"C"
"20-31"	"hh-s"	0.836574074074167	"b"	"C"
"20-31"	"hh-sh"	0.33	"b"	"C"
"20-31"	"hh-t"	0.49625	"b"	"C"
"20-31"	"hh-th"	0.66077380952375	"b"	"C"
"20-31"	"hh-w"	0.69785714285725	"b"	"C"
"20-31"	"hh-y"	0.75316666666675	"b"	"C"
"20-31"	"ih-iy"	0.65671657848315	"b"	"V"
"20-31"	"ih-ow"	0.765547619047617	"b"	"V"
"20-31"	"ih-uh"	0.64642857142875	"b"	"V"
"20-31"	"ih-uw"	0.807291666666625	"b"	"V"
"20-31"	"iy-ow"	0.8473125	"b"	"V"
"20-31"	"iy-uw"	0.77754166666675	"b"	"V"
"20-31"	"jh-k"	0.9131944444445	"b"	"C"
"20-31"	"jh-s"	0.875	"b"	"C"
"20-31"	"jh-w"	0.9348125	"b"	"C"
"20-31"	"k-l"	0.594246031746	"b"	"C"
"20-31"	"k-m"	0.800833333333375	"b"	"C"
"20-31"	"k-n"	0.761116472978125	"b"	"C"
"20-31"	"k-ng"	0.64591435185175	"b"	"C"
"20-31"	"k-r"	0.88125000000025	"b"	"C"
"20-31"	"k-s"	0.829392361111125	"b"	"C"
"20-31"	"k-sh"	0.8223333333335	"b"	"C"
"20-31"	"k-t"	0.634674603174583	"b"	"C"
"20-31"	"k-th"	0.67321428571425	"b"	"C"
"20-31"	"k-v"	0.710569444444417	"b"	"C"
"20-31"	"k-w"	0.85287414965975	"b"	"C"
"20-31"	"k-y"	0.823660714285625	"b"	"C"
"20-31"	"k-z"	0.81184895833325	"b"	"C"
"20-31"	"l-m"	0.634623015873	"b"	"C"
"20-31"	"l-n"	0.8061435185185	"b"	"C"
"20-31"	"l-ng"	0.96250000000025	"b"	"C"
"20-31"	"l-p"	0.8484375	"b"	"C"
"20-31"	"l-r"	0.796362433862393	"b"	"C"
"20-31"	"l-s"	0.946180555555583	"b"	"C"
"20-31"	"l-t"	0.758745333627278	"b"	"C"
"20-31"	"l-th"	0.878125	"b"	"C"
"20-31"	"l-v"	0.611111111111	"b"	"C"
"20-31"	"l-z"	0.998611111111	"b"	"C"
"20-31"	"m-n"	0.732191704459536	"b"	"C"
"20-31"	"m-p"	0.48842592592575	"b"	"C"
"20-31"	"m-r"	0.910052910052917	"b"	"C"
"20-31"	"m-s"	0.952663991638344	"b"	"C"
"20-31"	"m-sh"	0.75625	"b"	"C"
"20-31"	"m-t"	0.725333829364938	"b"	"C"
"20-31"	"m-v"	0.787875000000125	"b"	"C"
"20-31"	"m-w"	0.703611111111083	"b"	"C"
"20-31"	"m-z"	0.97372222222225	"b"	"C"
"20-31"	"n-ng"	0.650810029026953	"b"	"C"
"20-31"	"n-r"	0.757879115226389	"b"	"C"
"20-31"	"n-s"	0.919471588403896	"b"	"C"
"20-31"	"n-t"	0.63088134920635	"b"	"C"
"20-31"	"n-th"	0.91525	"b"	"C"
"20-31"	"n-v"	0.690612213403917	"b"	"C"
"20-31"	"n-w"	0.879017857143	"b"	"C"
"20-31"	"n-z"	0.874611300075536	"b"	"C"
"20-31"	"ng-r"	0.841041666666583	"b"	"C"
"20-31"	"ng-s"	0.930389384920583	"b"	"C"
"20-31"	"ng-t"	0.6378174603175	"b"	"C"
"20-31"	"ng-th"	0.92047916666675	"b"	"C"
"20-31"	"ng-v"	0.840575396825375	"b"	"C"
"20-31"	"ng-z"	0.962	"b"	"C"
"20-31"	"ow-uw"	0.75416666666675	"b"	"V"
"20-31"	"p-r"	0.926455026455	"b"	"C"
"20-31"	"p-sh"	0.75833333333325	"b"	"C"
"20-31"	"p-t"	0.7458333333335	"b"	"C"
"20-31"	"p-th"	0.86140625	"b"	"C"
"20-31"	"p-w"	0.860978835979	"b"	"C"
"20-31"	"r-s"	0.917807998971167	"b"	"C"
"20-31"	"r-sh"	0.96821428571425	"b"	"C"
"20-31"	"r-t"	0.653357993197357	"b"	"C"
"20-31"	"r-th"	0.891820436507938	"b"	"C"
"20-31"	"r-v"	0.780555555555625	"b"	"C"
"20-31"	"r-w"	0.681267006802667	"b"	"C"
"20-31"	"r-y"	0.61666666666675	"b"	"C"
"20-31"	"r-z"	0.94822916666675	"b"	"C"
"20-31"	"s-sh"	0.66666666666675	"b"	"C"
"20-31"	"s-t"	0.762070601851875	"b"	"C"
"20-31"	"s-th"	0.74401041666675	"b"	"C"
"20-31"	"s-v"	0.8264305555555	"b"	"C"
"20-31"	"s-w"	0.970022250566821	"b"	"C"
"20-31"	"s-y"	0.904166666666625	"b"	"C"
"20-31"	"s-z"	0.62463293650795	"b"	"C"
"20-31"	"sh-t"	0.84375	"b"	"C"
"20-31"	"sh-w"	0.972857142857	"b"	"C"
"20-31"	"t-th"	0.613604166666667	"b"	"C"
"20-31"	"t-v"	0.579849584278214	"b"	"C"
"20-31"	"t-w"	0.617592592592583	"b"	"C"
"20-31"	"t-y"	0.631552295918375	"b"	"C"
"20-31"	"t-z"	0.803997732426321	"b"	"C"
"20-31"	"th-w"	0.77953125	"b"	"C"
"20-31"	"th-y"	0.7383125	"b"	"C"
"20-31"	"th-z"	0.71541666666675	"b"	"C"
"20-31"	"v-w"	0.71125000000025	"b"	"C"
"20-31"	"v-z"	0.87344444444445	"b"	"C"
"20-31"	"w-y"	0.8125	"b"	"C"
"20-31"	"w-z"	0.895138888889	"b"	"C"
"20-32"	"aa-ae"	0.76656250000025	"b"	"V"
"20-32"	"aa-ah"	0.642346891534417	"b"	"V"
"20-32"	"aa-ay"	0.6629050925925	"b"	"V"
"20-32"	"aa-eh"	0.648022321428563	"b"	"V"
"20-32"	"aa-ey"	0.749021577380937	"b"	"V"
"20-32"	"aa-ih"	0.75103392857145	"b"	"V"
"20-32"	"aa-ow"	0.723854166666625	"b"	"V"
"20-32"	"aa-uw"	0.814375	"b"	"V"
"20-32"	"ae-ah"	0.558079309964694	"b"	"V"
"20-32"	"ae-aw"	0.7595833333335	"b"	"V"
"20-32"	"ae-ay"	0.648437499999937	"b"	"V"
"20-32"	"ae-eh"	0.547229166666625	"b"	"V"
"20-32"	"ae-er"	0.687187500000083	"b"	"V"
"20-32"	"ae-ih"	0.541957412131559	"b"	"V"
"20-32"	"ae-iy"	0.6602632275132	"b"	"V"
"20-32"	"ae-ow"	0.645625000000125	"b"	"V"
"20-32"	"ae-uw"	0.756541666666625	"b"	"V"
"20-32"	"ah-aw"	0.604125	"b"	"V"
"20-32"	"ah-ay"	0.5228782407408	"b"	"V"
"20-32"	"ah-eh"	0.584534970238062	"b"	"V"
"20-32"	"ah-er"	0.7628720238095	"b"	"V"
"20-32"	"ah-ey"	0.62535714285725	"b"	"V"
"20-32"	"ah-ih"	0.543320138888925	"b"	"V"
"20-32"	"ah-iy"	0.70322255291	"b"	"V"
"20-32"	"ah-ow"	0.573506944444458	"b"	"V"
"20-32"	"ah-uw"	0.5518035714285	"b"	"V"
"20-32"	"aw-eh"	0.6475	"b"	"V"
"20-32"	"aw-ey"	1	"b"	"V"
"20-32"	"aw-ih"	0.819260788690438	"b"	"V"
"20-32"	"aw-iy"	0.77827380952375	"b"	"V"
"20-32"	"aw-ow"	0.574789682539583	"b"	"V"
"20-32"	"ay-eh"	0.6916666666665	"b"	"V"
"20-32"	"ay-ey"	0.74	"b"	"V"
"20-32"	"ay-ih"	0.6620574074074	"b"	"V"
"20-32"	"ay-iy"	0.88125	"b"	"V"
"20-32"	"ay-ow"	0.686507936507875	"b"	"V"
"20-32"	"ay-uh"	0.7415	"b"	"V"
"20-32"	"ay-uw"	0.70125	"b"	"V"
"20-32"	"b-d"	0.545817460317375	"b"	"C"
"20-32"	"b-dh"	0.560347222222187	"b"	"C"
"20-32"	"b-f"	0.620625	"b"	"C"
"20-32"	"b-hh"	0.686197916666625	"b"	"C"
"20-32"	"b-jh"	0.623300264550125	"b"	"C"
"20-32"	"b-k"	0.682430555555583	"b"	"C"
"20-32"	"b-l"	0.735508294753125	"b"	"C"
"20-32"	"b-m"	0.585478670634975	"b"	"C"
"20-32"	"b-p"	0.67708333333325	"b"	"C"
"20-32"	"b-r"	0.758867559523875	"b"	"C"
"20-32"	"b-s"	0.87343501984125	"b"	"C"
"20-32"	"b-sh"	0.9088541666665	"b"	"C"
"20-32"	"b-t"	0.597526041666625	"b"	"C"
"20-32"	"b-th"	0.58440848214275	"b"	"C"
"20-32"	"b-v"	0.63541666666675	"b"	"C"
"20-32"	"b-w"	0.577173445767167	"b"	"C"
"20-32"	"b-y"	0.7575	"b"	"C"
"20-32"	"b-z"	0.76041666666675	"b"	"C"
"20-32"	"ch-d"	0.97916666666675	"b"	"C"
"20-32"	"ch-m"	0.885	"b"	"C"
"20-32"	"ch-n"	0.8875	"b"	"C"
"20-32"	"ch-s"	0.5	"b"	"C"
"20-32"	"ch-t"	0.7875	"b"	"C"
"20-32"	"ch-v"	0.7125	"b"	"C"
"20-32"	"ch-z"	0.775	"b"	"C"
"20-32"	"d-dh"	0.57982253086425	"b"	"C"
"20-32"	"d-f"	0.67991071428575	"b"	"C"
"20-32"	"d-g"	0.5617346938775	"b"	"C"
"20-32"	"d-hh"	0.502420634920583	"b"	"C"
"20-32"	"d-k"	0.68678571428575	"b"	"C"
"20-32"	"d-m"	0.707698412698417	"b"	"C"
"20-32"	"d-n"	0.603101521164083	"b"	"C"
"20-32"	"d-r"	0.720899470899625	"b"	"C"
"20-32"	"d-s"	0.785000488158167	"b"	"C"
"20-32"	"d-t"	0.587160108024688	"b"	"C"
"20-32"	"d-th"	0.550699404761875	"b"	"C"
"20-32"	"d-v"	0.631371527777706	"b"	"C"
"20-32"	"d-w"	0.56910714285725	"b"	"C"
"20-32"	"d-y"	0.610892857142875	"b"	"C"
"20-32"	"d-z"	0.7511904761905	"b"	"C"
"20-32"	"dh-g"	0.61125	"b"	"C"
"20-32"	"dh-hh"	0.637608049952208	"b"	"C"
"20-32"	"dh-k"	0.643878968254083	"b"	"C"
"20-32"	"dh-l"	0.722657986111125	"b"	"C"
"20-32"	"dh-m"	0.5782273809524	"b"	"C"
"20-32"	"dh-p"	0.786041666666625	"b"	"C"
"20-32"	"dh-r"	0.755581349206312	"b"	"C"
"20-32"	"dh-s"	0.746956679894125	"b"	"C"
"20-32"	"dh-sh"	0.79316666666675	"b"	"C"
"20-32"	"dh-t"	0.73625	"b"	"C"
"20-32"	"dh-th"	0.607380952381	"b"	"C"
"20-32"	"dh-w"	0.827003968253917	"b"	"C"
"20-32"	"dh-y"	0.61125	"b"	"C"
"20-32"	"eh-er"	0.6505555555555	"b"	"V"
"20-32"	"eh-ey"	0.31875	"b"	"V"
"20-32"	"eh-ih"	0.618348489858958	"b"	"V"
"20-32"	"eh-iy"	0.610047949735333	"b"	"V"
"20-32"	"eh-ow"	0.554691358024667	"b"	"V"
"20-32"	"eh-uw"	0.58495370370375	"b"	"V"
"20-32"	"er-ey"	0.751111111111	"b"	"V"
"20-32"	"er-ih"	0.668703703703583	"b"	"V"
"20-32"	"er-iy"	0.75061111111115	"b"	"V"
"20-32"	"er-uw"	0.741583333333375	"b"	"V"
"20-32"	"ey-ih"	0.509627976190333	"b"	"V"
"20-32"	"ey-iy"	0.636898148148333	"b"	"V"
"20-32"	"ey-ow"	0.7216666666665	"b"	"V"
"20-32"	"ey-uw"	0.67673280423275	"b"	"V"
"20-32"	"f-g"	0.61369047619025	"b"	"C"
"20-32"	"f-hh"	0.3875	"b"	"C"
"20-32"	"f-k"	0.611021825396833	"b"	"C"
"20-32"	"f-l"	0.88333333333325	"b"	"C"
"20-32"	"f-m"	0.681076388889	"b"	"C"
"20-32"	"f-n"	0.754870177469083	"b"	"C"
"20-32"	"f-ng"	0.651481481481417	"b"	"C"
"20-32"	"f-p"	0.68720238095225	"b"	"C"
"20-32"	"f-r"	0.857671957672	"b"	"C"
"20-32"	"f-s"	0.708143408289208	"b"	"C"
"20-32"	"f-t"	0.585776998299375	"b"	"C"
"20-32"	"f-th"	0.651550099206333	"b"	"C"
"20-32"	"f-v"	0.717621527777833	"b"	"C"
"20-32"	"f-w"	0.8703125	"b"	"C"
"20-32"	"f-y"	1	"b"	"C"
"20-32"	"f-z"	0.67083333333325	"b"	"C"
"20-32"	"g-hh"	0.363095238095025	"b"	"C"
"20-32"	"g-k"	0.70987654320975	"b"	"C"
"20-32"	"g-m"	0.618799603175	"b"	"C"
"20-32"	"g-n"	0.60470171957675	"b"	"C"
"20-32"	"g-s"	0.699077380952375	"b"	"C"
"20-32"	"g-t"	0.5015625	"b"	"C"
"20-32"	"g-w"	0.855833333333375	"b"	"C"
"20-32"	"hh-k"	0.725200737847188	"b"	"C"
"20-32"	"hh-m"	0.632291666666625	"b"	"C"
"20-32"	"hh-n"	0.5324305555555	"b"	"C"
"20-32"	"hh-p"	0.54999999999975	"b"	"C"
"20-32"	"hh-r"	0.95178571428575	"b"	"C"
"20-32"	"hh-s"	0.837145061728417	"b"	"C"
"20-32"	"hh-sh"	0.76625	"b"	"C"
"20-32"	"hh-t"	0.515	"b"	"C"
"20-32"	"hh-th"	0.585974702381125	"b"	"C"
"20-32"	"hh-w"	0.8114285714285	"b"	"C"
"20-32"	"hh-y"	0.7209166666665	"b"	"C"
"20-32"	"ih-iy"	0.63499576719585	"b"	"V"
"20-32"	"ih-ow"	0.776912698412667	"b"	"V"
"20-32"	"ih-uh"	0.637361111111125	"b"	"V"
"20-32"	"ih-uw"	0.59484126984125	"b"	"V"
"20-32"	"iy-ow"	0.680812500000037	"b"	"V"
"20-32"	"iy-uw"	0.594722222222125	"b"	"V"
"20-32"	"jh-k"	0.67788065843625	"b"	"C"
"20-32"	"jh-s"	0.6124828532235	"b"	"C"
"20-32"	"jh-w"	0.829922839506125	"b"	"C"
"20-32"	"k-l"	0.816875	"b"	"C"
"20-32"	"k-m"	0.907916666666625	"b"	"C"
"20-32"	"k-n"	0.711270628621875	"b"	"C"
"20-32"	"k-ng"	0.648136904762	"b"	"C"
"20-32"	"k-r"	0.79291666666675	"b"	"C"
"20-32"	"k-s"	0.732002314814812	"b"	"C"
"20-32"	"k-sh"	0.8645833333335	"b"	"C"
"20-32"	"k-t"	0.720096230158667	"b"	"C"
"20-32"	"k-th"	0.6875	"b"	"C"
"20-32"	"k-v"	0.77156084656075	"b"	"C"
"20-32"	"k-w"	0.855553240740625	"b"	"C"
"20-32"	"k-y"	0.79928571428575	"b"	"C"
"20-32"	"k-z"	0.675462962963	"b"	"C"
"20-32"	"l-m"	0.690354938271667	"b"	"C"
"20-32"	"l-n"	0.73859424603175	"b"	"C"
"20-32"	"l-ng"	0.7365	"b"	"C"
"20-32"	"l-p"	0.67083333333325	"b"	"C"
"20-32"	"l-r"	0.80087849584275	"b"	"C"
"20-32"	"l-s"	0.88184027777775	"b"	"C"
"20-32"	"l-t"	0.727392250881833	"b"	"C"
"20-32"	"l-th"	0.8216666666665	"b"	"C"
"20-32"	"l-v"	0.875	"b"	"C"
"20-32"	"l-z"	0.84333333333325	"b"	"C"
"20-32"	"m-n"	0.605497165532857	"b"	"C"
"20-32"	"m-p"	0.63541666666675	"b"	"C"
"20-32"	"m-r"	0.925257936507917	"b"	"C"
"20-32"	"m-s"	0.8684501488095	"b"	"C"
"20-32"	"m-sh"	0.865625	"b"	"C"
"20-32"	"m-t"	0.684915922619063	"b"	"C"
"20-32"	"m-v"	0.753333333333375	"b"	"C"
"20-32"	"m-w"	0.687956349206333	"b"	"C"
"20-32"	"m-z"	0.933	"b"	"C"
"20-32"	"n-ng"	0.467668540564389	"b"	"C"
"20-32"	"n-r"	0.765851447677889	"b"	"C"
"20-32"	"n-s"	0.832679563492042	"b"	"C"
"20-32"	"n-t"	0.5591183531746	"b"	"C"
"20-32"	"n-th"	0.823715388007083	"b"	"C"
"20-32"	"n-v"	0.543039902998222	"b"	"C"
"20-32"	"n-w"	0.8098958333335	"b"	"C"
"20-32"	"n-z"	0.75798015873025	"b"	"C"
"20-32"	"ng-r"	0.781749338624333	"b"	"C"
"20-32"	"ng-s"	0.796062830687833	"b"	"C"
"20-32"	"ng-t"	0.646671875000042	"b"	"C"
"20-32"	"ng-th"	0.828854166666625	"b"	"C"
"20-32"	"ng-v"	0.578839285714375	"b"	"C"
"20-32"	"ng-z"	0.74274999999975	"b"	"C"
"20-32"	"ow-uw"	0.60416666666675	"b"	"V"
"20-32"	"p-r"	0.97619047619025	"b"	"C"
"20-32"	"p-sh"	0.75972222222225	"b"	"C"
"20-32"	"p-t"	0.60386904761875	"b"	"C"
"20-32"	"p-th"	0.79890625	"b"	"C"
"20-32"	"p-w"	0.9285714285715	"b"	"C"
"20-32"	"r-s"	0.889122189153458	"b"	"C"
"20-32"	"r-sh"	0.96934523809525	"b"	"C"
"20-32"	"r-t"	0.694409486016607	"b"	"C"
"20-32"	"r-th"	0.844971478174688	"b"	"C"
"20-32"	"r-v"	0.761706349206375	"b"	"C"
"20-32"	"r-w"	0.6825037792895	"b"	"C"
"20-32"	"r-y"	0.911111111111	"b"	"C"
"20-32"	"r-z"	0.818467261904625	"b"	"C"
"20-32"	"s-sh"	0.70833333333325	"b"	"C"
"20-32"	"s-t"	0.76350856481485	"b"	"C"
"20-32"	"s-th"	0.736547619047625	"b"	"C"
"20-32"	"s-v"	0.6821589285714	"b"	"C"
"20-32"	"s-w"	0.948724489795929	"b"	"C"
"20-32"	"s-y"	0.987698412698375	"b"	"C"
"20-32"	"s-z"	0.5146749999999	"b"	"C"
"20-32"	"sh-t"	0.803541666666625	"b"	"C"
"20-32"	"sh-w"	0.96291666666675	"b"	"C"
"20-32"	"t-th"	0.641706349206333	"b"	"C"
"20-32"	"t-v"	0.561977796674307	"b"	"C"
"20-32"	"t-w"	0.596273148148083	"b"	"C"
"20-32"	"t-y"	0.55928083664025	"b"	"C"
"20-32"	"t-z"	0.785739654194964	"b"	"C"
"20-32"	"th-w"	0.73611979166675	"b"	"C"
"20-32"	"th-y"	0.77040178571425	"b"	"C"
"20-32"	"th-z"	0.6339583333335	"b"	"C"
"20-32"	"v-w"	0.71875	"b"	"C"
"20-32"	"v-z"	0.7092395502646	"b"	"C"
"20-32"	"w-y"	0.775	"b"	"C"
"20-32"	"w-z"	0.89814814814825	"b"	"C"
"20-33"	"aa-ae"	0.87125	"b"	"V"
"20-33"	"aa-ah"	0.748835358796292	"b"	"V"
"20-33"	"aa-ay"	0.740811631944375	"b"	"V"
"20-33"	"aa-eh"	0.62010230654775	"b"	"V"
"20-33"	"aa-ey"	0.760122000188937	"b"	"V"
"20-33"	"aa-ih"	0.8240761904762	"b"	"V"
"20-33"	"aa-ow"	0.668142361111125	"b"	"V"
"20-33"	"aa-uw"	0.91964285714275	"b"	"V"
"20-33"	"ae-ah"	0.522266640027942	"b"	"V"
"20-33"	"ae-aw"	0.710937499999875	"b"	"V"
"20-33"	"ae-ay"	0.690648148148188	"b"	"V"
"20-33"	"ae-eh"	0.548340452307471	"b"	"V"
"20-33"	"ae-er"	0.67033950617275	"b"	"V"
"20-33"	"ae-ih"	0.565475552721107	"b"	"V"
"20-33"	"ae-iy"	0.71544166666665	"b"	"V"
"20-33"	"ae-ow"	0.77920138888875	"b"	"V"
"20-33"	"ae-uw"	0.7388125	"b"	"V"
"20-33"	"ah-aw"	0.715375	"b"	"V"
"20-33"	"ah-ay"	0.6577472222222	"b"	"V"
"20-33"	"ah-eh"	0.562195698302438	"b"	"V"
"20-33"	"ah-er"	0.60572916666675	"b"	"V"
"20-33"	"ah-ey"	0.54525	"b"	"V"
"20-33"	"ah-ih"	0.563606101190502	"b"	"V"
"20-33"	"ah-iy"	0.6731089285714	"b"	"V"
"20-33"	"ah-ow"	0.71435896164025	"b"	"V"
"20-33"	"ah-uw"	0.613255208333375	"b"	"V"
"20-33"	"aw-eh"	0.578125	"b"	"V"
"20-33"	"aw-ey"	1	"b"	"V"
"20-33"	"aw-ih"	0.807326388888937	"b"	"V"
"20-33"	"aw-iy"	0.8791666666665	"b"	"V"
"20-33"	"aw-ow"	0.510138888888917	"b"	"V"
"20-33"	"ay-eh"	0.8043154761905	"b"	"V"
"20-33"	"ay-ey"	0.73925	"b"	"V"
"20-33"	"ay-ih"	0.7001333333334	"b"	"V"
"20-33"	"ay-iy"	0.73958333333325	"b"	"V"
"20-33"	"ay-ow"	0.665207231040625	"b"	"V"
"20-33"	"ay-uh"	0.82075	"b"	"V"
"20-33"	"ay-uw"	0.7931944444445	"b"	"V"
"20-33"	"b-d"	0.597027777777875	"b"	"C"
"20-33"	"b-dh"	0.621478587962938	"b"	"C"
"20-33"	"b-f"	0.90125	"b"	"C"
"20-33"	"b-hh"	0.65651041666675	"b"	"C"
"20-33"	"b-jh"	0.8347453703705	"b"	"C"
"20-33"	"b-k"	0.686666666666667	"b"	"C"
"20-33"	"b-l"	0.82508163855825	"b"	"C"
"20-33"	"b-m"	0.679322916666625	"b"	"C"
"20-33"	"b-p"	0.6276041666665	"b"	"C"
"20-33"	"b-r"	0.654961970899438	"b"	"C"
"20-33"	"b-s"	0.982939236111062	"b"	"C"
"20-33"	"b-sh"	0.938888888889	"b"	"C"
"20-33"	"b-t"	0.6883742559525	"b"	"C"
"20-33"	"b-th"	0.538378079530363	"b"	"C"
"20-33"	"b-v"	0.74166666666675	"b"	"C"
"20-33"	"b-w"	0.775140613189667	"b"	"C"
"20-33"	"b-y"	0.7034375	"b"	"C"
"20-33"	"b-z"	0.9875	"b"	"C"
"20-33"	"ch-d"	0.946759259259	"b"	"C"
"20-33"	"ch-m"	0.97416666666675	"b"	"C"
"20-33"	"ch-n"	0.95541666666675	"b"	"C"
"20-33"	"ch-s"	1	"b"	"C"
"20-33"	"ch-t"	0.92125000000025	"b"	"C"
"20-33"	"ch-v"	0.79458333333325	"b"	"C"
