"speakerpairs"	"contrasts"	"mean_score_temp"	"sp_type"	"c_type"
"1-20"	"aa-ae"	0.75171875	"b"	"V"
"1-20"	"aa-ah"	0.567753430886317	"b"	"V"
"1-20"	"aa-ay"	0.531857638888875	"b"	"V"
"1-20"	"aa-eh"	0.549148596938812	"b"	"V"
"1-20"	"aa-ey"	0.687072172619125	"b"	"V"
"1-20"	"aa-ih"	0.7980244047619	"b"	"V"
"1-20"	"aa-ow"	0.657866319444438	"b"	"V"
"1-20"	"aa-uw"	0.807118055555583	"b"	"V"
"1-20"	"ae-ah"	0.575656105324028	"b"	"V"
"1-20"	"ae-aw"	0.79375	"b"	"V"
"1-20"	"ae-ay"	0.691479166666688	"b"	"V"
"1-20"	"ae-eh"	0.603404706790125	"b"	"V"
"1-20"	"ae-er"	0.666232638888917	"b"	"V"
"1-20"	"ae-ih"	0.567324428382464	"b"	"V"
"1-20"	"ae-iy"	0.7408927469135	"b"	"V"
"1-20"	"ae-ow"	0.749374999999875	"b"	"V"
"1-20"	"ae-uw"	0.726666666666625	"b"	"V"
"1-20"	"ah-aw"	0.690625	"b"	"V"
"1-20"	"ah-ay"	0.5676199074074	"b"	"V"
"1-20"	"ah-eh"	0.5634991319445	"b"	"V"
"1-20"	"ah-er"	0.566406249999875	"b"	"V"
"1-20"	"ah-ey"	0.4925	"b"	"V"
"1-20"	"ah-ih"	0.597277976190475	"b"	"V"
"1-20"	"ah-iy"	0.67841666666665	"b"	"V"
"1-20"	"ah-ow"	0.613223958333333	"b"	"V"
"1-20"	"ah-uw"	0.69889880952375	"b"	"V"
"1-20"	"aw-eh"	0.85	"b"	"V"
"1-20"	"aw-ey"	1	"b"	"V"
"1-20"	"aw-ih"	0.742951388888938	"b"	"V"
"1-20"	"aw-iy"	0.8645833333335	"b"	"V"
"1-20"	"aw-ow"	0.63352777777775	"b"	"V"
"1-20"	"ay-eh"	0.58622685185175	"b"	"V"
"1-20"	"ay-ey"	0.63375	"b"	"V"
"1-20"	"ay-ih"	0.65219722222225	"b"	"V"
"1-20"	"ay-iy"	0.61875	"b"	"V"
"1-20"	"ay-ow"	0.70928571428575	"b"	"V"
"1-20"	"ay-uh"	0.7890625	"b"	"V"
"1-20"	"ay-uw"	0.778	"b"	"V"
"1-20"	"b-d"	0.652875000000125	"b"	"C"
"1-20"	"b-dh"	0.642416449652813	"b"	"C"
"1-20"	"b-f"	0.60875	"b"	"C"
"1-20"	"b-hh"	0.665	"b"	"C"
"1-20"	"b-jh"	0.75252976190475	"b"	"C"
"1-20"	"b-k"	0.76714583333325	"b"	"C"
"1-20"	"b-l"	0.70624379960325	"b"	"C"
"1-20"	"b-m"	0.54984375	"b"	"C"
"1-20"	"b-p"	0.736111111111	"b"	"C"
"1-20"	"b-r"	0.780669642857125	"b"	"C"
"1-20"	"b-s"	0.860039062499937	"b"	"C"
"1-20"	"b-sh"	0.95875	"b"	"C"
"1-20"	"b-t"	0.767764136904875	"b"	"C"
"1-20"	"b-th"	0.628954613095188	"b"	"C"
"1-20"	"b-v"	0.58333333333325	"b"	"C"
"1-20"	"b-w"	0.793941468253958	"b"	"C"
"1-20"	"b-y"	0.689166666666625	"b"	"C"
"1-20"	"b-z"	1	"b"	"C"
"1-20"	"ch-d"	0.986111111111	"b"	"C"
"1-20"	"ch-m"	0.976	"b"	"C"
"1-20"	"ch-n"	0.9615	"b"	"C"
"1-20"	"ch-s"	0.91125	"b"	"C"
"1-20"	"ch-t"	0.8545	"b"	"C"
"1-20"	"ch-v"	0.8145	"b"	"C"
"1-20"	"ch-z"	0.887	"b"	"C"
"1-20"	"d-dh"	0.533564814814917	"b"	"C"
"1-20"	"d-f"	0.655432098765417	"b"	"C"
"1-20"	"d-g"	0.64537037037025	"b"	"C"
"1-20"	"d-hh"	0.713869047619	"b"	"C"
"1-20"	"d-k"	0.5434375	"b"	"C"
"1-20"	"d-m"	0.7496944444445	"b"	"C"
"1-20"	"d-n"	0.658517361111125	"b"	"C"
"1-20"	"d-r"	0.892361111111	"b"	"C"
"1-20"	"d-s"	0.877052469135833	"b"	"C"
"1-20"	"d-t"	0.610097800925917	"b"	"C"
"1-20"	"d-th"	0.66459821428575	"b"	"C"
"1-20"	"d-v"	0.597899305555562	"b"	"C"
"1-20"	"d-w"	0.7515625	"b"	"C"
"1-20"	"d-y"	0.713630952381	"b"	"C"
"1-20"	"d-z"	0.9110714285715	"b"	"C"
"1-20"	"dh-g"	0.631	"b"	"C"
"1-20"	"dh-hh"	0.603811728395083	"b"	"C"
"1-20"	"dh-k"	0.7824247685185	"b"	"C"
"1-20"	"dh-l"	0.758752303004563	"b"	"C"
"1-20"	"dh-m"	0.65301666666665	"b"	"C"
"1-20"	"dh-p"	0.760833333333375	"b"	"C"
"1-20"	"dh-r"	0.606155753968312	"b"	"C"
"1-20"	"dh-s"	0.857383432539625	"b"	"C"
"1-20"	"dh-sh"	0.856125	"b"	"C"
"1-20"	"dh-t"	0.8358333333335	"b"	"C"
"1-20"	"dh-th"	0.515321428571375	"b"	"C"
"1-20"	"dh-w"	0.684958333333333	"b"	"C"
"1-20"	"dh-y"	0.52225	"b"	"C"
"1-20"	"eh-er"	0.47222222222225	"b"	"V"
"1-20"	"eh-ey"	0.375	"b"	"V"
"1-20"	"eh-ih"	0.595186976410875	"b"	"V"
"1-20"	"eh-iy"	0.788088293650875	"b"	"V"
"1-20"	"eh-ow"	0.663132716049417	"b"	"V"
"1-20"	"eh-uw"	0.695833333333375	"b"	"V"
"1-20"	"er-ey"	0.71718106995875	"b"	"V"
"1-20"	"er-ih"	0.6624305555555	"b"	"V"
"1-20"	"er-iy"	0.73883472222225	"b"	"V"
"1-20"	"er-uw"	0.704166666666625	"b"	"V"
"1-20"	"ey-ih"	0.680955136684333	"b"	"V"
"1-20"	"ey-iy"	0.634621913580167	"b"	"V"
"1-20"	"ey-ow"	0.78690476190475	"b"	"V"
"1-20"	"ey-uw"	0.678717757936583	"b"	"V"
"1-20"	"f-g"	0.698559670782	"b"	"C"
"1-20"	"f-hh"	0.7939814814815	"b"	"C"
"1-20"	"f-k"	0.626666666666667	"b"	"C"
"1-20"	"f-l"	1	"b"	"C"
"1-20"	"f-m"	0.886574074074125	"b"	"C"
"1-20"	"f-n"	0.865738811728333	"b"	"C"
"1-20"	"f-ng"	0.8865	"b"	"C"
"1-20"	"f-p"	0.80451388888875	"b"	"C"
"1-20"	"f-r"	0.890476190476167	"b"	"C"
"1-20"	"f-s"	0.802029320987667	"b"	"C"
"1-20"	"f-t"	0.704313271605	"b"	"C"
"1-20"	"f-th"	0.738761574074083	"b"	"C"
"1-20"	"f-v"	0.851587301587333	"b"	"C"
"1-20"	"f-w"	0.640625	"b"	"C"
"1-20"	"f-y"	1	"b"	"C"
"1-20"	"f-z"	0.83583333333325	"b"	"C"
"1-20"	"g-hh"	0.5	"b"	"C"
"1-20"	"g-k"	0.63690476190475	"b"	"C"
"1-20"	"g-m"	0.79012345679025	"b"	"C"
"1-20"	"g-n"	0.631214285714333	"b"	"C"
"1-20"	"g-s"	0.86245370370375	"b"	"C"
"1-20"	"g-t"	0.67916666666675	"b"	"C"
"1-20"	"g-w"	0.7444285714285	"b"	"C"
"1-20"	"hh-k"	0.842010788690562	"b"	"C"
"1-20"	"hh-m"	0.613055555555625	"b"	"C"
"1-20"	"hh-n"	0.72859126984125	"b"	"C"
"1-20"	"hh-p"	0.5166666666665	"b"	"C"
"1-20"	"hh-r"	0.6598214285715	"b"	"C"
"1-20"	"hh-s"	0.955324074074083	"b"	"C"
"1-20"	"hh-sh"	0.705625	"b"	"C"
"1-20"	"hh-t"	0.34583333333325	"b"	"C"
"1-20"	"hh-th"	0.671130952381	"b"	"C"
"1-20"	"hh-w"	0.795	"b"	"C"
"1-20"	"hh-y"	0.61319444444475	"b"	"C"
"1-20"	"ih-iy"	0.6219166666667	"b"	"V"
"1-20"	"ih-ow"	0.728862433862475	"b"	"V"
"1-20"	"ih-uh"	0.578515625000038	"b"	"V"
"1-20"	"ih-uw"	0.69791666666675	"b"	"V"
"1-20"	"iy-ow"	0.837951388888875	"b"	"V"
"1-20"	"iy-uw"	0.8418055555555	"b"	"V"
"1-20"	"jh-k"	0.788888888889	"b"	"C"
"1-20"	"jh-s"	0.75562169312175	"b"	"C"
"1-20"	"jh-w"	0.961433531746125	"b"	"C"
"1-20"	"k-l"	0.79166666666675	"b"	"C"
"1-20"	"k-m"	0.817013888888875	"b"	"C"
"1-20"	"k-n"	0.756936255983917	"b"	"C"
"1-20"	"k-ng"	0.69124255952375	"b"	"C"
"1-20"	"k-r"	0.715	"b"	"C"
"1-20"	"k-s"	0.840824652777687	"b"	"C"
"1-20"	"k-sh"	0.79916666666675	"b"	"C"
"1-20"	"k-t"	0.61423258377425	"b"	"C"
"1-20"	"k-th"	0.84464285714275	"b"	"C"
"1-20"	"k-v"	0.768489583333333	"b"	"C"
"1-20"	"k-w"	0.86141927083325	"b"	"C"
"1-20"	"k-y"	0.966840277777625	"b"	"C"
"1-20"	"k-z"	0.870138888888875	"b"	"C"
"1-20"	"l-m"	0.688927469135833	"b"	"C"
"1-20"	"l-n"	0.786766010802458	"b"	"C"
"1-20"	"l-ng"	0.97791666666675	"b"	"C"
"1-20"	"l-p"	0.9305555555555	"b"	"C"
"1-20"	"l-r"	0.786364890400607	"b"	"C"
"1-20"	"l-s"	0.96171875	"b"	"C"
"1-20"	"l-t"	0.712429269547286	"b"	"C"
"1-20"	"l-th"	0.86927083333325	"b"	"C"
"1-20"	"l-v"	0.625	"b"	"C"
"1-20"	"l-z"	0.99722222222225	"b"	"C"
"1-20"	"m-n"	0.699158198696107	"b"	"C"
"1-20"	"m-p"	0.42499999999975	"b"	"C"
"1-20"	"m-r"	0.825319940476167	"b"	"C"
"1-20"	"m-s"	0.938913039434531	"b"	"C"
"1-20"	"m-sh"	0.9075	"b"	"C"
"1-20"	"m-t"	0.695509982638875	"b"	"C"
"1-20"	"m-v"	0.75866666666675	"b"	"C"
"1-20"	"m-w"	0.637539682539667	"b"	"C"
"1-20"	"m-z"	0.90975	"b"	"C"
"1-20"	"n-ng"	0.583723324515056	"b"	"C"
"1-20"	"n-r"	0.744224757495583	"b"	"C"
"1-20"	"n-s"	0.935830033344333	"b"	"C"
"1-20"	"n-t"	0.621424261463883	"b"	"C"
"1-20"	"n-th"	0.894965277777667	"b"	"C"
"1-20"	"n-v"	0.711594319517917	"b"	"C"
"1-20"	"n-w"	0.75781249999975	"b"	"C"
"1-20"	"n-z"	0.912926807760143	"b"	"C"
"1-20"	"ng-r"	0.84619378306875	"b"	"C"
"1-20"	"ng-s"	0.953369708994667	"b"	"C"
"1-20"	"ng-t"	0.723884700176333	"b"	"C"
"1-20"	"ng-th"	0.9078125	"b"	"C"
"1-20"	"ng-v"	0.74125	"b"	"C"
"1-20"	"ng-z"	0.94950000000025	"b"	"C"
"1-20"	"ow-uw"	0.8025	"b"	"V"
"1-20"	"p-r"	0.8055555555555	"b"	"C"
"1-20"	"p-sh"	0.796527777778	"b"	"C"
"1-20"	"p-t"	0.84097222222225	"b"	"C"
"1-20"	"p-th"	0.9196875	"b"	"C"
"1-20"	"p-w"	0.873015873016	"b"	"C"
"1-20"	"r-s"	0.922819692460333	"b"	"C"
"1-20"	"r-sh"	0.8515625	"b"	"C"
"1-20"	"r-t"	0.692483780549286	"b"	"C"
"1-20"	"r-th"	0.877485119047563	"b"	"C"
"1-20"	"r-v"	0.84556878306875	"b"	"C"
"1-20"	"r-w"	0.6354568216175	"b"	"C"
"1-20"	"r-y"	0.95	"b"	"C"
"1-20"	"r-z"	0.95020833333325	"b"	"C"
"1-20"	"s-sh"	1	"b"	"C"
"1-20"	"s-t"	0.872915575396825	"b"	"C"
"1-20"	"s-th"	0.71322916666675	"b"	"C"
"1-20"	"s-v"	0.90651547619045	"b"	"C"
"1-20"	"s-w"	0.949761904761857	"b"	"C"
"1-20"	"s-y"	0.890625	"b"	"C"
"1-20"	"s-z"	0.537859523809515	"b"	"C"
"1-20"	"sh-t"	0.859375	"b"	"C"
"1-20"	"sh-w"	0.9779464285715	"b"	"C"
"1-20"	"t-th"	0.648037037037	"b"	"C"
"1-20"	"t-v"	0.588549508692393	"b"	"C"
"1-20"	"t-w"	0.674479166666667	"b"	"C"
"1-20"	"t-y"	0.670351851851875	"b"	"C"
"1-20"	"t-z"	0.792078656462571	"b"	"C"
"1-20"	"th-w"	0.762391493055625	"b"	"C"
"1-20"	"th-y"	0.73752976190475	"b"	"C"
"1-20"	"th-z"	0.65354166666675	"b"	"C"
"1-20"	"v-w"	0.79444444444425	"b"	"C"
"1-20"	"v-z"	0.8636398148148	"b"	"C"
"1-20"	"w-y"	0.890625	"b"	"C"
"1-20"	"w-z"	0.9805555555555	"b"	"C"
"1-23"	"aa-ae"	0.753	"b"	"V"
"1-23"	"aa-ah"	0.622906791960721	"b"	"V"
"1-23"	"aa-ay"	0.71635416666675	"b"	"V"
"1-23"	"aa-eh"	0.63929518711425	"b"	"V"
"1-23"	"aa-ey"	0.770770833333313	"b"	"V"
"1-23"	"aa-ih"	0.76024999999995	"b"	"V"
"1-23"	"aa-ow"	0.607668209876562	"b"	"V"
"1-23"	"aa-uw"	0.818083333333333	"b"	"V"
"1-23"	"ae-ah"	0.554011338305917	"b"	"V"
"1-23"	"ae-aw"	0.70938988095225	"b"	"V"
"1-23"	"ae-ay"	0.578270833333313	"b"	"V"
"1-23"	"ae-eh"	0.561295708406833	"b"	"V"
"1-23"	"ae-er"	0.600763888888917	"b"	"V"
"1-23"	"ae-ih"	0.559410911123714	"b"	"V"
"1-23"	"ae-iy"	0.66005099941205	"b"	"V"
"1-23"	"ae-ow"	0.62015625	"b"	"V"
"1-23"	"ae-uw"	0.659548611111	"b"	"V"
"1-23"	"ah-aw"	0.6101875	"b"	"V"
"1-23"	"ah-ay"	0.61984722222225	"b"	"V"
"1-23"	"ah-eh"	0.570399305555594	"b"	"V"
"1-23"	"ah-er"	0.489149305555625	"b"	"V"
"1-23"	"ah-ey"	0.52375	"b"	"V"
"1-23"	"ah-ih"	0.57308349867725	"b"	"V"
"1-23"	"ah-iy"	0.7054896164021	"b"	"V"
"1-23"	"ah-ow"	0.515430555555567	"b"	"V"
"1-23"	"ah-uw"	0.585046130952375	"b"	"V"
"1-23"	"aw-eh"	0.56325	"b"	"V"
"1-23"	"aw-ey"	0.9791666666665	"b"	"V"
"1-23"	"aw-ih"	0.687420634920688	"b"	"V"
"1-23"	"aw-iy"	0.97666666666675	"b"	"V"
"1-23"	"aw-ow"	0.516630952380917	"b"	"V"
"1-23"	"ay-eh"	0.55873015873025	"b"	"V"
"1-23"	"ay-ey"	0.43250000000025	"b"	"V"
"1-23"	"ay-ih"	0.61460833333335	"b"	"V"
"1-23"	"ay-iy"	0.6456944444445	"b"	"V"
"1-23"	"ay-ow"	0.591406250000125	"b"	"V"
"1-23"	"ay-uh"	0.6503125	"b"	"V"
"1-23"	"ay-uw"	0.78175	"b"	"V"
"1-23"	"b-d"	0.609565476190375	"b"	"C"
"1-23"	"b-dh"	0.576229166666688	"b"	"C"
"1-23"	"b-f"	0.72375	"b"	"C"
"1-23"	"b-hh"	0.712827380952375	"b"	"C"
"1-23"	"b-jh"	0.725779761904625	"b"	"C"
"1-23"	"b-k"	0.729787698412667	"b"	"C"
"1-23"	"b-l"	0.690537698412625	"b"	"C"
"1-23"	"b-m"	0.593706845238188	"b"	"C"
"1-23"	"b-p"	0.745625	"b"	"C"
"1-23"	"b-r"	0.782792286706375	"b"	"C"
"1-23"	"b-s"	0.86186458333325	"b"	"C"
"1-23"	"b-sh"	0.905	"b"	"C"
"1-23"	"b-t"	0.650892857142875	"b"	"C"
"1-23"	"b-th"	0.641033446712	"b"	"C"
"1-23"	"b-v"	0.766369047619	"b"	"C"
"1-23"	"b-w"	0.748578042328042	"b"	"C"
"1-23"	"b-y"	0.618015873016	"b"	"C"
"1-23"	"b-z"	0.875	"b"	"C"
"1-23"	"ch-d"	0.95016666666675	"b"	"C"
"1-23"	"ch-m"	0.939	"b"	"C"
"1-23"	"ch-n"	0.8895	"b"	"C"
"1-23"	"ch-s"	0.834	"b"	"C"
"1-23"	"ch-t"	0.8	"b"	"C"
"1-23"	"ch-v"	0.8235	"b"	"C"
"1-23"	"ch-z"	0.7885	"b"	"C"
"1-23"	"d-dh"	0.458072916666667	"b"	"C"
"1-23"	"d-f"	0.697636574074083	"b"	"C"
"1-23"	"d-g"	0.5923333333335	"b"	"C"
"1-23"	"d-hh"	0.687638888888917	"b"	"C"
"1-23"	"d-k"	0.6453125	"b"	"C"
"1-23"	"d-m"	0.709249999999917	"b"	"C"
"1-23"	"d-n"	0.505176697530875	"b"	"C"
"1-23"	"d-r"	0.85851851851875	"b"	"C"
"1-23"	"d-s"	0.902128086419778	"b"	"C"
"1-23"	"d-t"	0.556288091104473	"b"	"C"
"1-23"	"d-th"	0.57801190476175	"b"	"C"
"1-23"	"d-v"	0.672634672619188	"b"	"C"
"1-23"	"d-w"	0.68833333333325	"b"	"C"
"1-23"	"d-y"	0.6312996031745	"b"	"C"
"1-23"	"d-z"	0.851794146825417	"b"	"C"
"1-23"	"dh-g"	0.76742857142875	"b"	"C"
"1-23"	"dh-hh"	0.6062637471655	"b"	"C"
"1-23"	"dh-k"	0.7525	"b"	"C"
"1-23"	"dh-l"	0.692258786848063	"b"	"C"
"1-23"	"dh-m"	0.65974791666675	"b"	"C"
"1-23"	"dh-p"	0.762135416666625	"b"	"C"
"1-23"	"dh-r"	0.582720734127	"b"	"C"
"1-23"	"dh-s"	0.863178530092563	"b"	"C"
"1-23"	"dh-sh"	0.825625	"b"	"C"
"1-23"	"dh-t"	0.676	"b"	"C"
"1-23"	"dh-th"	0.571291666666625	"b"	"C"
"1-23"	"dh-w"	0.585020833333333	"b"	"C"
"1-23"	"dh-y"	0.61675	"b"	"C"
"1-23"	"eh-er"	0.506944444444325	"b"	"V"
"1-23"	"eh-ey"	0.40625	"b"	"V"
"1-23"	"eh-ih"	0.589475308641971	"b"	"V"
"1-23"	"eh-iy"	0.685937499999833	"b"	"V"
"1-23"	"eh-ow"	0.719861111111083	"b"	"V"
"1-23"	"eh-uw"	0.521875	"b"	"V"
"1-23"	"er-ey"	0.63472222222225	"b"	"V"
"1-23"	"er-ih"	0.614632716049333	"b"	"V"
"1-23"	"er-iy"	0.7235765873016	"b"	"V"
"1-23"	"er-uw"	0.551500000000038	"b"	"V"
"1-23"	"ey-ih"	0.696781305114667	"b"	"V"
"1-23"	"ey-iy"	0.6551574074075	"b"	"V"
"1-23"	"ey-ow"	0.6239285714285	"b"	"V"
"1-23"	"ey-uw"	0.69022817460325	"b"	"V"
"1-23"	"f-g"	0.7674074074075	"b"	"C"
"1-23"	"f-hh"	0.814814814815	"b"	"C"
"1-23"	"f-k"	0.708557291666667	"b"	"C"
"1-23"	"f-l"	0.81125	"b"	"C"
"1-23"	"f-m"	0.867037037037125	"b"	"C"
"1-23"	"f-n"	0.834280960648167	"b"	"C"
"1-23"	"f-ng"	0.7368055555555	"b"	"C"
"1-23"	"f-p"	0.75666666666675	"b"	"C"
"1-23"	"f-r"	0.856875	"b"	"C"
"1-23"	"f-s"	0.799470486111042	"b"	"C"
"1-23"	"f-t"	0.59494179894175	"b"	"C"
"1-23"	"f-th"	0.635976190476167	"b"	"C"
"1-23"	"f-v"	0.7357256944445	"b"	"C"
"1-23"	"f-w"	0.71875	"b"	"C"
"1-23"	"f-y"	0.6785714285715	"b"	"C"
"1-23"	"f-z"	0.80475	"b"	"C"
"1-23"	"g-hh"	0.73703703703725	"b"	"C"
"1-23"	"g-k"	0.65297619047625	"b"	"C"
"1-23"	"g-m"	0.619074074074	"b"	"C"
"1-23"	"g-n"	0.603601851851833	"b"	"C"
"1-23"	"g-s"	0.94534467120175	"b"	"C"
"1-23"	"g-t"	0.61984126984125	"b"	"C"
"1-23"	"g-w"	0.815616071428625	"b"	"C"
"1-23"	"hh-k"	0.825001657657	"b"	"C"
"1-23"	"hh-m"	0.72084325396825	"b"	"C"
"1-23"	"hh-n"	0.6620634920635	"b"	"C"
"1-23"	"hh-p"	0.617261904762	"b"	"C"
"1-23"	"hh-r"	0.777455357143	"b"	"C"
"1-23"	"hh-s"	0.949402777777833	"b"	"C"
"1-23"	"hh-sh"	0.77946428571425	"b"	"C"
"1-23"	"hh-t"	0.5203373015875	"b"	"C"
"1-23"	"hh-th"	0.60175	"b"	"C"
"1-23"	"hh-w"	0.77246428571425	"b"	"C"
"1-23"	"hh-y"	0.67591666666675	"b"	"C"
"1-23"	"ih-iy"	0.62020496031755	"b"	"V"
"1-23"	"ih-ow"	0.56916666666675	"b"	"V"
"1-23"	"ih-uh"	0.618526785714375	"b"	"V"
"1-23"	"ih-uw"	0.756607142857	"b"	"V"
"1-23"	"iy-ow"	0.801578042328	"b"	"V"
"1-23"	"iy-uw"	0.705625	"b"	"V"
"1-23"	"jh-k"	0.7244285714285	"b"	"C"
"1-23"	"jh-s"	0.77875000000025	"b"	"C"
"1-23"	"jh-w"	0.797738095238	"b"	"C"
"1-23"	"k-l"	0.913888888889	"b"	"C"
"1-23"	"k-m"	0.825416666666625	"b"	"C"
"1-23"	"k-n"	0.69408738425925	"b"	"C"
"1-23"	"k-ng"	0.629333333333375	"b"	"C"
"1-23"	"k-r"	0.6475	"b"	"C"
"1-23"	"k-s"	0.880957031249938	"b"	"C"
"1-23"	"k-sh"	0.7528645833335	"b"	"C"
"1-23"	"k-t"	0.670805555555542	"b"	"C"
"1-23"	"k-th"	0.6465625	"b"	"C"
"1-23"	"k-v"	0.791588541666667	"b"	"C"
"1-23"	"k-w"	0.83843402777775	"b"	"C"
"1-23"	"k-y"	0.83847222222225	"b"	"C"
"1-23"	"k-z"	0.847125	"b"	"C"
"1-23"	"l-m"	0.621775462963	"b"	"C"
"1-23"	"l-n"	0.616335978836	"b"	"C"
"1-23"	"l-ng"	0.799375	"b"	"C"
"1-23"	"l-p"	0.8185185185185	"b"	"C"
"1-23"	"l-r"	0.71870748299325	"b"	"C"
"1-23"	"l-s"	0.93114583333325	"b"	"C"
"1-23"	"l-t"	0.680092096560869	"b"	"C"
"1-23"	"l-th"	0.9515	"b"	"C"
"1-23"	"l-v"	0.557175925926	"b"	"C"
"1-23"	"l-z"	0.96525	"b"	"C"
"1-23"	"m-n"	0.589713895975071	"b"	"C"
"1-23"	"m-p"	0.69618055555525	"b"	"C"
"1-23"	"m-r"	0.694072916666667	"b"	"C"
"1-23"	"m-s"	0.942791015625031	"b"	"C"
"1-23"	"m-sh"	0.8770833333335	"b"	"C"
"1-23"	"m-t"	0.698838541666688	"b"	"C"
"1-23"	"m-v"	0.800500000000125	"b"	"C"
"1-23"	"m-w"	0.540499999999917	"b"	"C"
"1-23"	"m-z"	0.953125	"b"	"C"
"1-23"	"n-ng"	0.526188326719528	"b"	"C"
"1-23"	"n-r"	0.621608300264528	"b"	"C"
"1-23"	"n-s"	0.912674881044229	"b"	"C"
"1-23"	"n-t"	0.599082429453288	"b"	"C"
"1-23"	"n-th"	0.643919753086333	"b"	"C"
"1-23"	"n-v"	0.555384280692722	"b"	"C"
"1-23"	"n-w"	0.58854166666675	"b"	"C"
"1-23"	"n-z"	0.82055125661375	"b"	"C"
"1-23"	"ng-r"	0.661629850088167	"b"	"C"
"1-23"	"ng-s"	0.921277777777833	"b"	"C"
"1-23"	"ng-t"	0.635989583333333	"b"	"C"
"1-23"	"ng-th"	0.735541666666625	"b"	"C"
"1-23"	"ng-v"	0.542166666666625	"b"	"C"
"1-23"	"ng-z"	0.85475	"b"	"C"
"1-23"	"ow-uw"	0.69875	"b"	"V"
"1-23"	"p-r"	0.7939453125	"b"	"C"
"1-23"	"p-sh"	0.86979166666675	"b"	"C"
"1-23"	"p-t"	0.55770833333325	"b"	"C"
"1-23"	"p-th"	0.90375	"b"	"C"
"1-23"	"p-w"	0.76802083333325	"b"	"C"
"1-23"	"r-s"	0.924491030092583	"b"	"C"
"1-23"	"r-sh"	0.8125	"b"	"C"
"1-23"	"r-t"	0.690701864674393	"b"	"C"
"1-23"	"r-th"	0.817505456349187	"b"	"C"
"1-23"	"r-v"	0.6304494598765	"b"	"C"
"1-23"	"r-w"	0.51262731481475	"b"	"C"
"1-23"	"r-y"	0.84523809523825	"b"	"C"
"1-23"	"r-z"	0.932134920634875	"b"	"C"
"1-23"	"s-sh"	0.8453125	"b"	"C"
"1-23"	"s-t"	0.845481547618975	"b"	"C"
"1-23"	"s-th"	0.767736111111	"b"	"C"
"1-23"	"s-v"	0.93181296296295	"b"	"C"
"1-23"	"s-w"	0.906511337868464	"b"	"C"
"1-23"	"s-y"	0.800595238095125	"b"	"C"
"1-23"	"s-z"	0.55822956349202	"b"	"C"
"1-23"	"sh-t"	0.88375	"b"	"C"
"1-23"	"sh-w"	0.849375	"b"	"C"
"1-23"	"t-th"	0.581666666666667	"b"	"C"
"1-23"	"t-v"	0.618922929489261	"b"	"C"
"1-23"	"t-w"	0.60246527777775	"b"	"C"
"1-23"	"t-y"	0.603608796296292	"b"	"C"
"1-23"	"t-z"	0.764467970521536	"b"	"C"
"1-23"	"th-w"	0.759416666666625	"b"	"C"
"1-23"	"th-y"	0.5964345238095	"b"	"C"
"1-23"	"th-z"	0.756	"b"	"C"
"1-23"	"v-w"	0.77041666666675	"b"	"C"
"1-23"	"v-z"	0.8207374999999	"b"	"C"
"1-23"	"w-y"	0.4714285714285	"b"	"C"
"1-23"	"w-z"	0.963125	"b"	"C"
"1-24"	"aa-ae"	0.725625	"b"	"V"
"1-24"	"aa-ah"	0.536864293981458	"b"	"V"
"1-24"	"aa-ay"	0.555885416666625	"b"	"V"
"1-24"	"aa-eh"	0.583560763888819	"b"	"V"
"1-24"	"aa-ey"	0.593062500000019	"b"	"V"
"1-24"	"aa-ih"	0.6269212962963	"b"	"V"
"1-24"	"aa-ow"	0.466257440476313	"b"	"V"
"1-24"	"aa-uw"	0.597206349206417	"b"	"V"
"1-24"	"ae-ah"	0.550801128013	"b"	"V"
"1-24"	"ae-aw"	0.5311197916665	"b"	"V"
"1-24"	"ae-ay"	0.5841875	"b"	"V"
"1-24"	"ae-eh"	0.514406250000042	"b"	"V"
"1-24"	"ae-er"	0.596141975308583	"b"	"V"
"1-24"	"ae-ih"	0.533302279046589	"b"	"V"
"1-24"	"ae-iy"	0.53665941358025	"b"	"V"
"1-24"	"ae-ow"	0.55796875	"b"	"V"
"1-24"	"ae-uw"	0.514652777777712	"b"	"V"
"1-24"	"ah-aw"	0.489180555555575	"b"	"V"
"1-24"	"ah-ay"	0.48149837962963	"b"	"V"
"1-24"	"ah-eh"	0.499221519510656	"b"	"V"
"1-24"	"ah-er"	0.564670138888875	"b"	"V"
"1-24"	"ah-ey"	0.507	"b"	"V"
"1-24"	"ah-ih"	0.585546178193575	"b"	"V"
"1-24"	"ah-iy"	0.5275044642858	"b"	"V"
"1-24"	"ah-ow"	0.49802744709	"b"	"V"
"1-24"	"ah-uw"	0.49380505952375	"b"	"V"
"1-24"	"aw-eh"	0.56916666666675	"b"	"V"
"1-24"	"aw-ey"	0.8275462962965	"b"	"V"
"1-24"	"aw-ih"	0.550939330593312	"b"	"V"
"1-24"	"aw-iy"	0.71666666666675	"b"	"V"
"1-24"	"aw-ow"	0.535192901234583	"b"	"V"
"1-24"	"ay-eh"	0.443402777777787	"b"	"V"
"1-24"	"ay-ey"	0.4620833333335	"b"	"V"
"1-24"	"ay-ih"	0.55674907407405	"b"	"V"
"1-24"	"ay-iy"	0.66075	"b"	"V"
"1-24"	"ay-ow"	0.424140625	"b"	"V"
"1-24"	"ay-uh"	0.43265625	"b"	"V"
"1-24"	"ay-uw"	0.62392857142875	"b"	"V"
