talker_2	talker_1	phone_2	phone_1	by	score	n
24	1	er	iy	dh-SIL	0.46	600
24	1	ey	er	dh-SIL	0.62962962963	378
24	1	ey	iy	dh-SIL	0.416666666667	900
24	1	iy	er	dh-SIL	0.535714285714	420
24	1	iy	ey	dh-SIL	0.552222222222	900
24	20	er	ey	dh-SIL	0.662222222222	450
24	20	er	iy	dh-SIL	0.824	500
24	20	ey	er	dh-SIL	0.704761904762	315
24	20	ey	iy	dh-SIL	0.756666666667	900
24	20	iy	er	dh-SIL	0.397142857143	350
24	20	iy	ey	dh-SIL	0.34	900
24	23	er	ey	dh-SIL	0.676	500
24	23	er	iy	dh-SIL	0.724	500
24	23	ey	er	dh-SIL	0.662857142857	350
24	23	ey	iy	dh-SIL	0.471	1000
24	23	iy	er	dh-SIL	0.608571428571	350
24	23	iy	ey	dh-SIL	0.529	1000
24	25	er	ey	dh-SIL	0.4325	800
24	25	er	iy	dh-SIL	0.50875	800
24	25	ey	er	dh-SIL	0.760714285714	560
24	25	ey	iy	dh-SIL	0.577	1000
24	25	iy	er	dh-SIL	0.533928571429	560
24	25	iy	ey	dh-SIL	0.348	1000
24	26	er	ey	dh-SIL	0.403333333333	600
24	26	er	iy	dh-SIL	0.521666666667	600
24	26	ey	er	dh-SIL	0.861904761905	420
24	26	ey	iy	dh-SIL	0.548	1000
24	26	iy	er	dh-SIL	0.719047619048	420
24	26	iy	ey	dh-SIL	0.39	1000
24	27	er	ey	dh-SIL	0.435	1000
24	27	er	iy	dh-SIL	0.581	1000
24	27	ey	er	dh-SIL	0.888571428571	700
24	27	ey	iy	dh-SIL	0.628	1000
24	27	iy	er	dh-SIL	0.705714285714	700
24	27	iy	ey	dh-SIL	0.412	1000
24	29	er	ey	dh-SIL	0.82	700
24	29	er	iy	dh-SIL	0.645714285714	700
24	29	ey	er	dh-SIL	0.563265306122	490
24	29	ey	iy	dh-SIL	0.462	1000
24	29	iy	er	dh-SIL	0.522448979592	490
24	29	iy	ey	dh-SIL	0.548	1000
24	30	er	ey	dh-SIL	0.482	500
24	30	er	iy	dh-SIL	0.524	500
24	30	ey	er	dh-SIL	0.802857142857	350
24	30	ey	iy	dh-SIL	0.564	1000
24	30	iy	er	dh-SIL	0.56	350
24	30	iy	ey	dh-SIL	0.458	1000
24	31	er	ey	dh-SIL	0.596	500
24	31	er	iy	dh-SIL	0.762	500
24	31	ey	er	dh-SIL	0.508571428571	350
24	31	ey	iy	dh-SIL	0.443	1000
24	31	iy	er	dh-SIL	0.36	350
24	31	iy	ey	dh-SIL	0.376	1000
24	32	er	ey	dh-SIL	0.39	100
24	32	er	iy	dh-SIL	0.363	1000
24	32	ey	er	dh-SIL	0.757142857143	70
24	32	ey	iy	dh-SIL	0.38	100
24	32	iy	er	dh-SIL	0.7	700
24	32	iy	ey	dh-SIL	0.66	100
24	33	er	ey	dh-SIL	0.454	500
24	33	er	iy	dh-SIL	0.624	500
24	33	ey	er	dh-SIL	0.825714285714	350
24	33	ey	iy	dh-SIL	0.718	1000
24	33	iy	er	dh-SIL	0.588571428571	350
24	33	iy	ey	dh-SIL	0.277	1000
25	1	er	ey	dh-SIL	0.77962962963	540
25	1	er	iy	dh-SIL	0.358333333333	600
25	1	ey	er	dh-SIL	0.898148148148	432
25	1	ey	iy	dh-SIL	0.336666666667	900
25	1	iy	er	dh-SIL	0.822916666667	480
25	1	iy	ey	dh-SIL	0.85	900
25	20	er	ey	dh-SIL	0.924444444444	450
25	20	er	iy	dh-SIL	0.758	500
25	20	ey	er	dh-SIL	0.566666666667	360
25	20	ey	iy	dh-SIL	0.492222222222	900
25	20	iy	er	dh-SIL	0.5625	400
25	20	iy	ey	dh-SIL	0.616666666667	900
25	23	er	ey	dh-SIL	0.9	500
25	23	er	iy	dh-SIL	0.774	500
25	23	ey	er	dh-SIL	0.31	400
25	23	ey	iy	dh-SIL	0.412	1000
25	23	iy	er	dh-SIL	0.395	400
25	23	iy	ey	dh-SIL	0.79	1000
25	24	er	ey	dh-SIL	0.925714285714	700
25	24	er	iy	dh-SIL	0.672857142857	700
25	24	ey	er	dh-SIL	0.176785714286	560
25	24	ey	iy	dh-SIL	0.314	1000
25	24	iy	er	dh-SIL	0.364285714286	560
25	24	iy	ey	dh-SIL	0.645	1000
25	26	er	ey	dh-SIL	0.95	600
25	26	er	iy	dh-SIL	0.67	600
25	26	ey	er	dh-SIL	0.897916666667	480
25	26	ey	iy	dh-SIL	0.46	1000
25	26	iy	er	dh-SIL	0.664583333333	480
25	26	iy	ey	dh-SIL	0.667	1000
25	27	er	ey	dh-SIL	0.954	1000
25	27	er	iy	dh-SIL	0.725	1000
25	27	ey	er	dh-SIL	0.635	800
25	27	ey	iy	dh-SIL	0.497	1000
25	27	iy	er	dh-SIL	0.61	800
25	27	iy	ey	dh-SIL	0.758	1000
25	29	er	ey	dh-SIL	0.988571428571	700
25	29	er	iy	dh-SIL	0.852857142857	700
25	29	ey	er	dh-SIL	0.255357142857	560
25	29	ey	iy	dh-SIL	0.363	1000
25	29	iy	er	dh-SIL	0.341071428571	560
25	29	iy	ey	dh-SIL	0.818	1000
25	30	er	ey	dh-SIL	0.846	500
25	30	er	iy	dh-SIL	0.606	500
25	30	ey	er	dh-SIL	0.6025	400
25	30	ey	iy	dh-SIL	0.359	1000
25	30	iy	er	dh-SIL	0.6125	400
25	30	iy	ey	dh-SIL	0.789	1000
25	31	er	ey	dh-SIL	0.808	500
25	31	er	iy	dh-SIL	0.832	500
25	31	ey	er	dh-SIL	0.7425	400
25	31	ey	iy	dh-SIL	0.588	1000
25	31	iy	er	dh-SIL	0.465	400
25	31	iy	ey	dh-SIL	0.693	1000
25	32	er	ey	dh-SIL	0.85	100
25	32	er	iy	dh-SIL	0.514	1000
25	32	ey	er	dh-SIL	0.925	80
25	32	ey	iy	dh-SIL	0.15	100
25	32	iy	er	dh-SIL	0.85375	800
25	32	iy	ey	dh-SIL	0.81	100
25	33	er	ey	dh-SIL	0.89	500
25	33	er	iy	dh-SIL	0.762	500
25	33	ey	er	dh-SIL	0.5475	400
25	33	ey	iy	dh-SIL	0.616	1000
25	33	iy	er	dh-SIL	0.4325	400
25	33	iy	ey	dh-SIL	0.598	1000
26	1	er	ey	dh-SIL	0.796296296296	540
26	1	er	iy	dh-SIL	0.395	600
26	1	ey	er	dh-SIL	0.922839506173	324
26	1	ey	iy	dh-SIL	0.472222222222	900
26	1	iy	er	dh-SIL	0.627777777778	360
26	1	iy	ey	dh-SIL	0.823333333333	900
26	20	er	ey	dh-SIL	0.926666666667	450
26	20	er	iy	dh-SIL	0.532	500
26	20	ey	er	dh-SIL	0.840740740741	270
26	20	ey	iy	dh-SIL	0.512222222222	900
26	20	iy	er	dh-SIL	0.75	300
26	20	iy	ey	dh-SIL	0.598888888889	900
26	23	er	ey	dh-SIL	0.888	500
26	23	er	iy	dh-SIL	0.698	500
26	23	ey	er	dh-SIL	0.65	300
26	23	ey	iy	dh-SIL	0.452	1000
26	23	iy	er	dh-SIL	0.523333333333	300
26	23	iy	ey	dh-SIL	0.668	1000
26	24	er	ey	dh-SIL	0.782857142857	700
26	24	er	iy	dh-SIL	0.578571428571	700
26	24	ey	er	dh-SIL	0.647619047619	420
26	24	ey	iy	dh-SIL	0.422	1000
26	24	iy	er	dh-SIL	0.752380952381	420
26	24	iy	ey	dh-SIL	0.565	1000
26	25	er	ey	dh-SIL	0.9	800
26	25	er	iy	dh-SIL	0.48875	800
26	25	ey	er	dh-SIL	0.95625	480
26	25	ey	iy	dh-SIL	0.533	1000
26	25	iy	er	dh-SIL	0.810416666667	480
26	25	iy	ey	dh-SIL	0.625	1000
26	27	er	ey	dh-SIL	0.905	1000
26	27	er	iy	dh-SIL	0.538	1000
26	27	ey	er	dh-SIL	1.0	600
26	27	ey	iy	dh-SIL	0.556	1000
26	27	iy	er	dh-SIL	0.916666666667	600
26	27	iy	ey	dh-SIL	0.662	1000
26	29	er	ey	dh-SIL	0.935714285714	700
26	29	er	iy	dh-SIL	0.654285714286	700
26	29	ey	er	dh-SIL	0.707142857143	420
26	29	ey	iy	dh-SIL	0.383	1000
26	29	iy	er	dh-SIL	0.766666666667	420
26	29	iy	ey	dh-SIL	0.724	1000
26	30	er	ey	dh-SIL	0.788	500
26	30	er	iy	dh-SIL	0.564	500
26	30	ey	er	dh-SIL	0.783333333333	300
26	30	ey	iy	dh-SIL	0.535	1000
26	30	iy	er	dh-SIL	0.626666666667	300
26	30	iy	ey	dh-SIL	0.686	1000
26	31	er	ey	dh-SIL	0.824	500
26	31	er	iy	dh-SIL	0.634	500
26	31	ey	er	dh-SIL	0.883333333333	300
26	31	ey	iy	dh-SIL	0.626	1000
26	31	iy	er	dh-SIL	0.56	300
26	31	iy	ey	dh-SIL	0.766	1000
26	32	er	ey	dh-SIL	0.8	100
26	32	er	iy	dh-SIL	0.36	1000
26	32	ey	er	dh-SIL	0.95	60
26	32	ey	iy	dh-SIL	0.23	100
26	32	iy	er	dh-SIL	0.853333333333	600
26	32	iy	ey	dh-SIL	0.72	100
26	33	er	ey	dh-SIL	0.738	500
26	33	er	iy	dh-SIL	0.642	500
26	33	ey	er	dh-SIL	0.973333333333	300
26	33	ey	iy	dh-SIL	0.703	1000
26	33	iy	er	dh-SIL	0.726666666667	300
26	33	iy	ey	dh-SIL	0.404	1000
27	1	er	ey	dh-SIL	0.7	540
27	1	er	iy	dh-SIL	0.47	600
27	1	ey	er	dh-SIL	0.764814814815	540
27	1	ey	iy	dh-SIL	0.406666666667	900
27	1	iy	er	dh-SIL	0.555	600
27	1	iy	ey	dh-SIL	0.747777777778	900
27	20	er	ey	dh-SIL	0.895555555556	450
27	20	er	iy	dh-SIL	0.696	500
27	20	ey	er	dh-SIL	0.891111111111	450
27	20	ey	iy	dh-SIL	0.591111111111	900
27	20	iy	er	dh-SIL	0.764	500
27	20	iy	ey	dh-SIL	0.622222222222	900
27	23	er	ey	dh-SIL	0.86	500
27	23	er	iy	dh-SIL	0.796	500
27	23	ey	er	dh-SIL	0.912	500
27	23	ey	iy	dh-SIL	0.591	1000
27	23	iy	er	dh-SIL	0.81	500
27	23	iy	ey	dh-SIL	0.69	1000
27	24	er	ey	dh-SIL	0.888571428571	700
27	24	er	iy	dh-SIL	0.564285714286	700
27	24	ey	er	dh-SIL	0.624285714286	700
27	24	ey	iy	dh-SIL	0.351	1000
27	24	iy	er	dh-SIL	0.814285714286	700
27	24	iy	ey	dh-SIL	0.72	1000
27	25	er	ey	dh-SIL	0.82875	800
27	25	er	iy	dh-SIL	0.68	800
27	25	ey	er	dh-SIL	0.89875	800
27	25	ey	iy	dh-SIL	0.61	1000
27	25	iy	er	dh-SIL	0.60625	800
27	25	iy	ey	dh-SIL	0.62	1000
27	26	er	ey	dh-SIL	0.918333333333	600
27	26	er	iy	dh-SIL	0.663333333333	600
27	26	ey	er	dh-SIL	0.99	600
27	26	ey	iy	dh-SIL	0.589	1000
27	26	iy	er	dh-SIL	0.793333333333	600
27	26	iy	ey	dh-SIL	0.639	1000
27	29	er	ey	dh-SIL	0.942857142857	700
27	29	er	iy	dh-SIL	0.742857142857	700
27	29	ey	er	dh-SIL	0.754285714286	700
27	29	ey	iy	dh-SIL	0.534	1000
27	29	iy	er	dh-SIL	0.69	700
27	29	iy	ey	dh-SIL	0.665	1000
27	30	er	ey	dh-SIL	0.836	500
27	30	er	iy	dh-SIL	0.606	500
27	30	ey	er	dh-SIL	0.87	500
27	30	ey	iy	dh-SIL	0.598	1000
27	30	iy	er	dh-SIL	0.686	500
27	30	iy	ey	dh-SIL	0.788	1000
27	31	er	ey	dh-SIL	0.856	500
27	31	er	iy	dh-SIL	0.774	500
27	31	ey	er	dh-SIL	0.744	500
27	31	ey	iy	dh-SIL	0.652	1000
27	31	iy	er	dh-SIL	0.39	500
27	31	iy	ey	dh-SIL	0.67	1000
27	32	er	ey	dh-SIL	0.78	100
27	32	er	iy	dh-SIL	0.52	1000
27	32	ey	er	dh-SIL	0.96	100
27	32	ey	iy	dh-SIL	0.29	100
27	32	iy	er	dh-SIL	0.786	1000
27	32	iy	ey	dh-SIL	0.81	100
27	33	er	ey	dh-SIL	0.804	500
27	33	er	iy	dh-SIL	0.646	500
27	33	ey	er	dh-SIL	0.962	500
27	33	ey	iy	dh-SIL	0.736	1000
27	33	iy	er	dh-SIL	0.746	500
27	33	iy	ey	dh-SIL	0.523	1000
29	1	er	ey	dh-SIL	0.555555555556	540
29	1	er	iy	dh-SIL	0.451666666667	600
29	1	ey	er	dh-SIL	0.775132275132	378
29	1	ey	iy	dh-SIL	0.436666666667	900
29	1	iy	er	dh-SIL	0.47619047619	420
29	1	iy	ey	dh-SIL	0.688888888889	900
29	20	er	ey	dh-SIL	0.764444444444	450
29	20	er	iy	dh-SIL	0.478	500
29	20	ey	er	dh-SIL	0.949206349206	315
29	20	ey	iy	dh-SIL	0.455555555556	900
29	20	iy	er	dh-SIL	0.894285714286	350
29	20	iy	ey	dh-SIL	0.647777777778	900
29	23	er	ey	dh-SIL	0.776	500
29	23	er	iy	dh-SIL	0.796	500
29	23	ey	er	dh-SIL	0.831428571429	350
29	23	ey	iy	dh-SIL	0.569	1000
29	23	iy	er	dh-SIL	0.608571428571	350
29	23	iy	ey	dh-SIL	0.624	1000
29	24	er	ey	dh-SIL	0.845714285714	700
29	24	er	iy	dh-SIL	0.528571428571	700
29	24	ey	er	dh-SIL	0.69387755102	490
29	24	ey	iy	dh-SIL	0.367	1000
29	24	iy	er	dh-SIL	0.716326530612	490
29	24	iy	ey	dh-SIL	0.71	1000
29	25	er	ey	dh-SIL	0.83	800
29	25	er	iy	dh-SIL	0.7075	800
29	25	ey	er	dh-SIL	0.771428571429	560
29	25	ey	iy	dh-SIL	0.558	1000
29	25	iy	er	dh-SIL	0.635714285714	560
29	25	iy	ey	dh-SIL	0.66	1000
29	26	er	ey	dh-SIL	0.7	600
29	26	er	iy	dh-SIL	0.536666666667	600
29	26	ey	er	dh-SIL	0.985714285714	420
29	26	ey	iy	dh-SIL	0.572	1000
29	26	iy	er	dh-SIL	0.840476190476	420
29	26	iy	ey	dh-SIL	0.562	1000
29	27	er	ey	dh-SIL	0.674	1000
29	27	er	iy	dh-SIL	0.622	1000
29	27	ey	er	dh-SIL	0.991428571429	700
29	27	ey	iy	dh-SIL	0.65	1000
29	27	iy	er	dh-SIL	0.824285714286	700
29	27	iy	ey	dh-SIL	0.54	1000
29	30	er	ey	dh-SIL	0.638	500
29	30	er	iy	dh-SIL	0.536	500
29	30	ey	er	dh-SIL	0.882857142857	350
29	30	ey	iy	dh-SIL	0.608	1000
29	30	iy	er	dh-SIL	0.585714285714	350
29	30	iy	ey	dh-SIL	0.662	1000
29	31	er	ey	dh-SIL	0.59	500
29	31	er	iy	dh-SIL	0.784	500
29	31	ey	er	dh-SIL	0.897142857143	350
29	31	ey	iy	dh-SIL	0.723	1000
29	31	iy	er	dh-SIL	0.477142857143	350
29	31	iy	ey	dh-SIL	0.513	1000
29	32	er	ey	dh-SIL	0.66	100
29	32	er	iy	dh-SIL	0.516	1000
29	32	ey	er	dh-SIL	0.742857142857	70
29	32	ey	iy	dh-SIL	0.27	100
29	32	iy	er	dh-SIL	0.562857142857	700
29	32	iy	ey	dh-SIL	0.74	100
29	33	er	ey	dh-SIL	0.646	500
29	33	er	iy	dh-SIL	0.63	500
29	33	ey	er	dh-SIL	0.991428571429	350
29	33	ey	iy	dh-SIL	0.737	1000
29	33	iy	er	dh-SIL	0.72	350
29	33	iy	ey	dh-SIL	0.404	1000
30	1	er	ey	dh-SIL	0.6	540
30	1	er	iy	dh-SIL	0.383333333333	600
30	1	ey	er	dh-SIL	0.659259259259	270
30	1	ey	iy	dh-SIL	0.434444444444	900
30	1	iy	er	dh-SIL	0.68	300
30	1	iy	ey	dh-SIL	0.768888888889	900
30	20	er	ey	dh-SIL	0.875555555556	450
30	20	er	iy	dh-SIL	0.596	500
30	20	ey	er	dh-SIL	0.657777777778	225
30	20	ey	iy	dh-SIL	0.465555555556	900
30	20	iy	er	dh-SIL	0.72	250
30	20	iy	ey	dh-SIL	0.71	900
30	23	er	ey	dh-SIL	0.836	500
30	23	er	iy	dh-SIL	0.686	500
30	23	ey	er	dh-SIL	0.472	250
30	23	ey	iy	dh-SIL	0.594	1000
30	23	iy	er	dh-SIL	0.544	250
30	23	iy	ey	dh-SIL	0.779	1000
30	24	er	ey	dh-SIL	0.972857142857	700
30	24	er	iy	dh-SIL	0.534285714286	700
30	24	ey	er	dh-SIL	0.294285714286	350
30	24	ey	iy	dh-SIL	0.247	1000
30	24	iy	er	dh-SIL	0.568571428571	350
30	24	iy	ey	dh-SIL	0.773	1000
30	25	er	ey	dh-SIL	0.81125	800
30	25	er	iy	dh-SIL	0.5825	800
30	25	ey	er	dh-SIL	0.66	400
30	25	ey	iy	dh-SIL	0.559	1000
30	25	iy	er	dh-SIL	0.635	400
30	25	iy	ey	dh-SIL	0.65	1000
30	26	er	ey	dh-SIL	0.826666666667	600
30	26	er	iy	dh-SIL	0.593333333333	600
30	26	ey	er	dh-SIL	0.82	300
30	26	ey	iy	dh-SIL	0.641	1000
30	26	iy	er	dh-SIL	0.583333333333	300
30	26	iy	ey	dh-SIL	0.611	1000
30	27	er	ey	dh-SIL	0.904	1000
30	27	er	iy	dh-SIL	0.543	1000
30	27	ey	er	dh-SIL	0.856	500
30	27	ey	iy	dh-SIL	0.672	1000
30	27	iy	er	dh-SIL	0.7	500
30	27	iy	ey	dh-SIL	0.72	1000
30	29	er	ey	dh-SIL	0.998571428571	700
30	29	er	iy	dh-SIL	0.724285714286	700
30	29	ey	er	dh-SIL	0.191428571429	350
30	29	ey	iy	dh-SIL	0.384	1000
30	29	iy	er	dh-SIL	0.342857142857	350
30	29	iy	ey	dh-SIL	0.844	1000
30	31	er	ey	dh-SIL	0.782	500
30	31	er	iy	dh-SIL	0.772	500
30	31	ey	er	dh-SIL	0.624	250
30	31	ey	iy	dh-SIL	0.722	1000
30	31	iy	er	dh-SIL	0.384	250
30	31	iy	ey	dh-SIL	0.539	1000
30	32	er	ey	dh-SIL	0.74	100
30	32	er	iy	dh-SIL	0.493	1000
30	32	ey	er	dh-SIL	0.58	50
